,Unnamed: 0,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Approx Gpu,Model_x,Benchmark_x,Model_y,Benchmark_y,Cpu percentile,Gpu percentile,Weight percentile,Ram percentile,Size percentile,Pixels,Pixel percentile
24,425,Dell,Inspiron 3567,Notebook,15.6,1366x768,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.14,539.95,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.542654028436019,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
25,446,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Linux,2.0,559.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.43981042654028435,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
26,457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Core i5 7200U,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.91,589.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.38862559241706157,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
27,484,Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Core i5 7200U,8.0,180GB SSD,Intel HD Graphics 620,Windows 10,1.7,1364.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.2909952606635071,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
28,486,Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1672.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.007582938388625592,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
29,497,Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
30,506,Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,911.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
31,519,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,836.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5606635071090047,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
32,535,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3,585.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
33,580,Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,830.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
34,597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,739.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
35,623,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,128GB SSD,AMD Radeon R5 M420,Linux,2.18,569.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5606635071090047,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
36,630,Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,799.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
37,634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,128GB SSD,Intel HD Graphics 620,No OS,2.2,468.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.6189573459715639,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
38,676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1258.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
39,680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.3,1034.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.11895734597156399,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
40,699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,699.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.2909952606635071,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271
41,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,621.45,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5218009478672986,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
42,713,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,795.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5606635071090047,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
43,742,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,960.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.1881516587677725,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
44,772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,1129.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.04691943127962086,0.514218009478673,0.10236966824644549,3200,0.9895734597156398
45,806,Dell,Latitude 3580,Notebook,15.6,1366x768,Core i5 7200U,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,810.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.40568720379146916,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
46,810,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1099.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7464454976303316,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
47,811,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1499.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.10758293838862559,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
48,818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4,609.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7663507109004739,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
49,821,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1499.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.0014218009478672985,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
50,835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1358.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.01848341232227488,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
51,866,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,945.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.3744075829383886,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
52,879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.56,902.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.23601895734597156,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
53,890,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,839.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.47156398104265407,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
54,892,HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Core i5 7200U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.3,684.8,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
55,896,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1799.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.1,0.11137440758293839,0.10236966824644549,1920,0.5857819905213271
56,916,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.95,1962.99,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.40568720379146916,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
57,952,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1639.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.14360189573459714,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
58,989,HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,979.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.47156398104265407,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
59,1000,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,806.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.47156398104265407,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
60,1008,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,889.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.28151658767772514,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
61,1009,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1150.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.16824644549763032,0.514218009478673,0.10236966824644549,3200,0.9895734597156398
62,1015,HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1189.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.13507109004739337,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
63,1043,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.8545023696682464,0.514218009478673,0.928909952606635,1920,0.5857819905213271
64,1044,HP,ProBook 440,Notebook,14.0,1366x768,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,973.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.2739336492890995,0.11137440758293839,0.25687203791469193,1366,0.12132701421800947
65,1066,Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,1094.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
66,1070,HP,250 G5,Notebook,15.6,1366x768,Core i5 7200U,4.0,500GB HDD,Intel HD Graphics 620,No OS,1.96,499.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.4156398104265403,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
67,1111,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,638.8,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.7407582938388626,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
68,1153,Dell,Inspiron 5567,Notebook,15.6,1366x768,Core i5 7200U,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5,784.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.8052132701421801,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
69,1184,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,1390.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.40568720379146916,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
70,1205,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.23,691.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.6663507109004739,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
71,1231,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.191,999.0,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5753554502369669,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
72,1245,Dell,Vostro 3568,Notebook,15.6,1366x768,Core i5 7200U,4.0,1TB HDD,Intel HD Graphics 520,Linux,2.18,521.86,UHD Graphics 605,Core i5 7200U,57.6,UHD Graphics 605,2.16,0.38578199052132706,0.24360189573459717,0.5606635071090047,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
73,25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Full HD 1920x1080,Core i7 8550U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.91,659.0,UHD Graphics 605,Core i7 8550U,61.5,UHD Graphics 605,2.16,0.6497630331753554,0.24360189573459717,0.38862559241706157,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
74,54,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Core i7 8550U,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1103.0,UHD Graphics 605,Core i7 8550U,61.5,UHD Graphics 605,2.16,0.6497630331753554,0.24360189573459717,0.20900473933649288,0.514218009478673,0.10236966824644549,1920,0.5857819905213271
